temp_c,humidity_pct,weight_kg,sound_db,varroa_count,brood_score,health_label
33.9,76.9,29.9,54.5,13,1,0
34.4,73.0,47.7,63.5,13,4,0
30.5,63.5,30.2,67.0,11,3,0
31.6,83.6,33.0,49.7,8,5,0
31.7,75.7,37.3,70.4,5,3,1
36.4,81.7,32.3,65.0,8,2,0
35.1,82.4,27.3,60.5,0,1,0
36.0,63.5,27.4,63.0,4,1,0
29.9,69.7,25.2,69.1,5,4,0
30.8,74.3,31.6,85.2,7,5,0
36.2,51.2,26.6,68.1,4,4,2
27.6,51.5,33.0,70.1,6,4,0
37.6,49.4,19.9,63.9,10,1,0
29.9,63.7,29.2,81.0,14,1,0
36.6,61.0,40.4,47.3,12,3,0
32.3,47.8,26.2,44.6,1,3,1
37.1,66.8,42.7,63.5,8,3,0
42.5,63.9,29.3,68.6,6,5,0
28.8,79.2,27.5,36.3,7,2,0
36.2,89.2,28.9,62.0,11,5,0
30.0,70.5,25.5,60.2,4,2,0
35.6,56.6,12.2,69.4,8,2,0
34.0,72.8,35.0,66.3,13,2,0
34.8,65.1,45.5,43.9,8,4,0
32.2,62.1,31.8,51.2,8,2,0
36.5,54.7,32.3,53.9,13,3,0
30.9,59.4,26.5,69.4,0,1,0
37.6,62.9,37.3,65.7,5,2,0
33.5,74.6,27.7,55.8,7,1,0
31.0,71.1,30.1,63.4,0,4,1
38.5,86.9,15.5,51.4,7,5,0
34.3,73.1,23.8,82.5,13,2,0
39.3,70.1,30.9,67.7,11,5,0
37.6,61.3,35.3,69.9,0,3,1
32.5,52.6,35.5,75.8,13,5,0
34.3,58.2,15.4,72.2,11,2,0
34.8,56.6,16.2,62.3,13,5,0
38.3,34.3,32.7,60.2,2,1,0
35.6,52.9,22.0,74.9,13,2,0
34.9,84.2,35.2,62.3,0,2,0
34.0,69.4,15.0,54.5,0,1,0
34.4,60.5,27.2,81.7,5,5,0
37.8,69.8,27.7,52.6,12,2,0
34.5,41.6,31.8,44.7,12,3,0
33.5,68.4,19.8,71.9,9,1,0
33.1,80.3,12.3,54.7,0,4,1
33.1,63.5,29.4,66.4,13,1,0
31.0,43.7,32.2,80.2,3,2,0
32.6,60.0,36.1,48.3,11,5,0
38.2,80.4,25.1,61.6,4,5,1
34.0,68.1,34.2,76.8,8,1,0
36.3,48.0,31.9,68.8,1,4,1
28.3,93.4,38.6,60.2,14,4,0
35.9,50.0,27.6,85.9,1,5,0
34.1,62.1,14.2,61.0,14,2,0
33.3,52.6,27.5,66.0,13,2,0
35.0,52.6,28.7,78.5,2,2,0
33.3,59.6,32.1,71.8,10,3,0
29.2,72.6,15.7,75.2,5,4,0
36.8,80.5,25.5,53.0,4,1,0
35.1,60.4,34.9,74.3,4,1,0
33.7,52.9,27.2,63.7,3,1,0
32.1,70.7,25.6,54.5,14,2,0
30.8,71.1,43.3,64.2,0,3,1
35.1,67.9,19.4,63.9,5,2,0
38.5,68.3,37.9,80.7,5,5,0
35.0,63.6,36.2,65.8,6,4,1
31.0,66.2,26.2,54.2,4,1,0
35.1,62.8,27.7,51.9,9,5,0
34.4,77.8,27.7,61.5,13,4,0
36.7,91.7,29.5,48.5,10,5,0
36.0,67.2,23.2,54.8,3,4,2
27.0,64.9,24.6,59.6,14,4,0
35.9,68.1,25.2,57.8,6,3,1
32.0,57.1,25.4,69.3,4,4,1
30.9,74.2,25.5,54.6,10,4,0
34.0,70.3,10.1,37.3,14,5,0
35.5,60.0,28.8,45.1,4,3,1
30.4,75.8,23.8,61.8,3,4,1
36.3,65.2,13.1,56.1,11,5,0
36.4,53.4,25.2,49.6,7,4,1
34.6,69.2,25.0,81.6,10,4,0
32.3,67.8,38.2,70.3,6,1,0
32.1,76.5,23.7,61.4,0,5,1
37.1,75.0,33.3,64.3,5,5,2
30.7,63.7,39.1,59.3,12,2,0
37.2,59.3,23.0,49.5,14,5,0
34.1,65.0,27.6,72.3,5,5,1
34.3,69.4,41.8,70.5,10,2,0
30.2,70.8,29.8,42.2,1,5,1
34.1,68.6,31.0,64.3,3,3,1
36.0,63.9,24.7,65.4,10,1,0
31.2,77.0,33.5,58.8,0,1,0
35.7,56.9,27.7,83.0,11,3,0
34.7,94.8,13.3,81.9,14,3,0
32.9,74.2,25.2,58.2,1,5,2
36.6,51.5,18.5,59.8,8,3,0
29.0,67.2,28.9,58.6,5,2,0
35.4,74.3,20.7,55.9,9,2,0
38.5,60.8,31.8,52.8,13,3,0
38.1,47.1,28.4,67.1,1,2,0
35.5,52.5,18.0,81.6,10,4,0
33.7,71.5,24.1,77.5,2,1,0
32.9,43.9,33.0,69.9,8,5,0
33.7,47.6,37.2,37.9,6,2,0
35.9,71.4,20.8,43.4,7,1,0
32.5,62.3,19.2,72.6,11,5,0
36.4,56.7,43.6,78.2,9,2,0
39.8,59.1,27.9,67.5,5,4,0
34.3,47.4,28.7,58.9,9,2,0
31.1,70.8,22.1,75.5,8,5,0
31.1,55.3,29.7,69.5,1,1,0
36.4,58.6,41.7,73.4,9,3,0
34.4,69.2,30.0,43.4,5,1,0
36.7,61.9,36.5,65.4,2,3,1
33.2,56.5,28.2,79.7,7,4,0
36.6,41.1,19.8,67.3,7,3,1
34.1,69.4,22.5,71.5,10,5,0
32.7,65.9,19.1,62.4,6,4,1
33.5,58.8,29.7,63.1,11,5,0
31.5,52.6,37.8,76.0,4,5,1
39.5,65.2,29.3,55.3,9,5,0
34.3,70.8,25.5,54.3,14,3,0
36.1,66.2,21.7,57.2,8,5,0
33.2,84.7,30.8,62.2,10,4,2
31.9,73.5,18.1,45.9,5,1,0
33.9,63.7,18.9,69.3,10,1,0
37.3,73.9,35.2,60.4,12,2,0
33.2,65.6,25.8,70.5,13,3,0
32.3,65.5,25.6,40.8,13,1,0
34.9,80.6,26.6,70.6,4,3,1
35.7,54.2,33.8,75.4,12,4,0
38.6,65.3,29.3,66.4,5,4,0
35.4,79.3,22.1,62.3,13,5,0
36.1,68.7,22.3,70.7,0,2,0
36.3,60.6,26.4,74.7,13,1,0
31.6,44.5,30.4,67.2,3,5,1
32.1,37.8,27.7,68.0,3,3,1
31.8,89.9,27.0,78.6,8,4,0
31.2,68.7,28.4,69.6,7,3,1
36.5,58.0,27.7,54.0,2,3,1
35.2,69.2,21.8,74.7,8,1,0
34.7,53.6,36.9,60.8,12,3,0
28.0,61.0,24.1,62.3,7,5,0
39.6,53.7,29.0,63.1,8,1,0
32.3,48.0,11.5,71.7,12,2,0
39.6,39.7,26.3,79.5,2,5,0
30.9,45.8,19.2,62.2,4,3,1
32.5,77.3,20.2,79.3,13,1,0
29.0,53.2,47.4,63.6,2,5,0
35.4,71.4,30.0,76.0,3,1,0
31.7,76.5,37.8,64.0,4,2,0
31.8,65.2,34.8,57.1,12,3,0
31.1,61.4,35.9,81.2,2,2,0
36.4,66.6,26.4,56.1,5,3,1
36.3,60.0,40.9,55.5,6,4,1
39.0,79.4,34.8,49.4,1,3,0
32.8,87.5,28.3,74.7,1,3,0
35.0,82.4,30.1,77.0,5,4,1
31.3,39.2,26.9,65.7,1,4,1
33.7,59.8,28.4,52.2,14,4,0
33.2,65.0,27.7,61.9,6,3,1
35.7,70.6,31.1,59.0,0,3,1
37.0,44.3,41.9,51.7,9,2,0
37.0,44.1,18.4,57.1,11,3,0
32.4,80.7,37.1,67.1,9,1,1
37.0,58.3,25.1,55.9,8,1,0
34.4,47.2,38.2,64.9,1,5,1
33.7,51.8,25.3,44.2,10,5,0
32.7,69.7,31.3,78.8,14,2,0
33.1,55.1,26.7,58.1,5,3,1
38.9,67.9,14.2,70.7,1,5,0
35.3,53.3,41.9,63.9,3,3,1
34.9,44.1,20.5,66.0,9,1,0
33.8,82.1,28.7,50.7,9,3,0
40.6,69.8,19.6,54.4,13,5,2
37.8,61.0,17.3,54.6,6,2,0
32.7,58.7,26.4,62.3,13,5,0
33.8,82.6,23.3,75.3,4,4,1
34.0,72.1,18.6,66.3,7,1,0
34.9,78.8,27.7,53.0,9,5,0
32.7,58.0,16.1,62.9,4,4,1
35.6,65.6,29.0,61.2,5,2,0
38.1,69.8,27.0,58.5,12,4,0
31.2,58.4,8.2,61.8,8,5,0
31.7,63.9,23.8,69.6,9,4,0
33.3,58.0,31.7,54.8,9,5,0
33.4,69.8,19.5,58.5,11,5,0
39.5,49.1,32.1,71.8,14,2,0
37.0,71.9,31.5,66.7,5,1,0
36.9,68.7,19.9,74.8,5,5,1
33.8,62.6,27.9,76.4,13,5,0
33.8,70.4,34.6,48.4,7,2,0
30.9,60.6,21.0,64.9,13,3,0
36.5,57.0,26.4,56.9,13,3,0
35.7,71.5,37.2,50.0,11,2,2
37.7,72.0,21.1,54.1,10,3,0
34.0,58.9,31.7,59.0,14,3,0
34.1,57.9,19.4,59.1,4,5,2
34.9,62.8,26.7,55.9,6,2,0
36.7,58.4,31.6,61.9,8,1,0
30.8,83.3,8.8,86.5,2,3,0
36.3,68.8,23.7,44.7,7,1,0
34.4,65.2,31.4,73.4,9,1,0
31.9,53.8,29.8,61.8,7,4,1
29.3,73.9,23.8,57.6,9,5,0
34.2,57.7,19.2,41.8,1,1,0
38.1,57.2,33.0,69.6,7,2,0
38.7,74.3,25.4,47.6,13,1,0
35.4,69.6,32.4,70.3,3,3,1
39.4,35.0,31.0,79.4,6,3,0
34.4,63.1,24.4,49.2,9,5,0
36.9,66.5,36.6,73.7,9,5,0
33.4,60.9,23.2,62.3,2,5,2
33.2,66.9,37.5,41.1,1,3,1
32.8,43.3,38.6,50.0,11,4,0
29.3,31.0,36.4,63.8,7,2,0
37.7,53.3,26.6,66.0,13,1,0
32.9,68.4,48.4,46.2,14,5,0
32.5,26.3,29.2,62.3,2,5,1
31.6,54.9,29.9,70.2,5,1,0
34.0,41.9,27.8,72.0,12,1,0
38.9,62.1,19.0,57.9,4,5,0
39.7,88.5,38.4,66.4,2,3,0
30.3,62.4,23.4,72.7,2,4,1
33.6,63.7,35.4,70.5,7,5,1
31.9,75.1,37.3,70.9,5,3,1
37.0,65.3,32.8,63.1,13,1,0
35.2,62.4,22.5,61.1,14,4,0
32.9,76.1,25.3,64.7,1,1,0
34.7,70.7,6.6,54.4,13,4,0
33.3,68.5,27.1,73.1,1,3,1
38.5,63.3,34.4,46.7,10,3,0
35.9,60.8,26.1,57.0,14,3,0
36.2,76.0,23.3,61.6,5,5,1
27.8,61.0,25.6,66.7,2,2,0
34.3,79.8,37.7,68.6,0,5,0
39.7,52.4,27.6,76.9,5,5,0
37.8,82.2,42.9,62.8,14,5,0
29.9,70.7,23.4,54.8,6,5,0
33.7,53.4,29.7,60.5,6,4,1
31.5,71.1,24.5,58.8,0,5,1
38.8,57.2,44.6,67.2,9,4,0
35.1,65.4,29.4,51.3,2,1,0
32.6,59.2,45.0,60.2,10,1,0
34.6,63.4,24.6,78.2,12,4,0
28.0,76.3,40.2,63.8,11,3,0
31.8,71.2,28.9,51.5,7,5,1
34.6,51.5,34.7,58.6,9,3,0
36.6,52.2,18.2,39.7,5,2,0
29.6,68.2,30.8,61.4,10,5,0
33.5,69.1,19.4,78.5,10,3,0
37.0,56.9,30.1,50.1,2,5,1
30.9,84.1,15.9,47.4,4,1,0
35.1,74.8,27.2,55.5,11,1,0
34.7,57.5,36.8,71.2,6,1,0
38.8,56.3,32.4,79.0,3,5,0
33.9,62.3,18.1,66.5,14,1,0
34.1,61.0,12.8,49.1,13,4,0
36.6,80.1,32.0,61.8,11,4,0
31.2,76.8,40.6,79.9,6,5,0
33.9,65.4,20.3,58.9,8,4,0
33.4,73.1,44.8,63.4,14,1,0
34.2,74.9,27.9,64.4,7,1,0
36.6,65.7,12.3,46.5,12,1,0
35.9,69.8,15.5,72.0,12,3,0
32.6,72.1,34.2,70.5,12,3,0
34.8,70.9,29.0,42.1,9,1,0
38.2,55.7,39.9,48.7,5,1,0
32.4,56.9,18.4,52.3,5,2,0
34.9,61.5,28.9,69.5,12,3,0
34.0,56.5,28.1,54.5,6,5,1
34.3,47.3,26.9,66.0,3,5,1
30.4,73.1,24.9,60.2,2,3,1
38.0,69.2,25.1,62.7,9,2,0
32.6,48.9,29.4,67.0,14,4,0
37.1,62.1,30.4,64.7,5,5,1
32.9,62.8,30.0,61.8,9,2,1
32.9,67.2,37.6,65.3,4,3,1
37.5,52.0,18.4,64.2,5,1,0
37.0,48.8,13.5,59.9,6,1,0
35.0,71.2,36.1,57.7,5,5,1
36.4,46.6,20.5,80.8,12,2,1
33.8,62.2,25.0,57.6,13,1,0
34.5,61.1,23.1,75.7,4,2,0
32.8,63.5,22.9,55.1,5,2,0
36.8,68.0,16.3,70.1,0,2,0
32.8,84.2,23.4,79.8,11,4,0
38.2,45.8,33.2,58.6,10,3,1
33.7,75.5,28.0,55.3,12,3,1
34.6,34.9,32.0,57.7,8,5,0
36.4,81.7,24.0,61.8,13,5,0
34.6,40.5,35.2,65.2,2,2,0
33.8,94.2,23.9,61.6,5,5,0
34.4,60.3,11.1,57.8,6,4,0
36.7,80.5,30.5,81.5,11,1,0
32.8,78.0,34.1,60.0,3,2,0
34.2,59.8,23.5,55.8,4,2,0
34.5,60.7,37.6,70.3,1,4,1
36.7,55.0,21.2,70.5,14,4,0
34.3,74.4,33.4,76.1,6,4,1
39.0,59.9,42.0,81.3,0,1,0
34.1,55.2,28.3,65.5,3,3,1
33.9,71.4,26.2,59.1,8,3,0
34.1,54.2,27.2,43.0,7,4,1
31.2,61.1,41.0,52.6,7,2,0
31.9,66.3,31.2,64.1,0,1,0
33.2,57.3,45.2,50.2,13,5,0
37.3,59.1,30.2,46.1,12,3,0
34.4,83.4,22.8,62.7,3,5,1
33.3,62.5,23.3,69.8,5,3,1
37.6,60.7,28.5,59.5,1,2,0
38.4,62.9,11.7,71.0,1,3,0
37.6,70.5,24.2,68.2,12,1,0
32.4,52.6,24.4,73.5,1,3,1
33.3,70.1,29.9,83.7,5,5,0
39.0,68.1,43.5,88.1,14,2,0
35.1,43.5,28.4,69.3,4,1,0
33.8,86.5,12.6,57.4,10,1,0
36.3,82.5,20.7,62.6,1,1,0
37.0,55.4,30.1,77.7,13,2,0
33.1,51.5,28.7,53.1,13,2,0
35.0,67.7,41.0,76.5,13,4,0
36.8,47.9,35.7,60.3,9,2,0
31.6,81.4,35.4,64.3,14,2,0
34.5,59.4,26.3,53.9,10,1,0
31.7,84.5,36.8,48.8,5,3,2
32.0,55.1,20.8,59.2,13,2,0
33.1,63.7,35.7,75.0,4,4,1
35.7,80.2,25.7,55.0,12,1,0
33.7,61.1,16.4,78.1,13,4,0
32.9,68.3,32.7,56.3,6,5,1
34.6,78.1,39.2,51.3,3,4,1
31.6,58.3,24.7,64.5,2,2,0
35.6,49.9,40.5,68.8,8,4,0
37.3,47.5,14.8,63.9,10,5,0
34.3,72.0,18.4,63.5,8,3,0
34.0,69.7,26.8,78.0,9,4,0
35.4,77.7,25.0,62.9,0,5,0
29.4,61.7,22.7,57.3,0,3,0
35.8,47.8,29.1,50.7,3,1,0
42.3,36.8,23.8,74.7,13,5,0
34.2,99.4,25.1,57.7,7,2,0
34.2,71.3,30.2,58.7,5,2,0
36.4,66.6,22.7,72.5,9,4,0
38.6,68.3,27.2,82.5,6,1,0
36.9,47.8,22.8,64.5,2,2,0
29.1,55.5,18.4,60.6,7,3,0
35.9,85.9,34.1,61.9,10,4,0
40.9,72.9,41.7,57.4,13,1,0
36.1,55.8,36.5,58.4,5,5,1
31.6,50.3,30.7,58.5,2,2,0
35.2,58.8,22.9,71.1,12,5,0
31.3,61.2,25.7,61.1,5,5,1
37.6,89.6,36.5,75.6,2,4,0
32.1,62.7,9.7,60.8,7,5,0
34.7,50.7,25.1,58.3,0,1,0
32.4,64.3,33.9,74.8,14,3,0
33.1,68.2,18.9,62.2,11,1,0
38.2,49.6,31.4,60.7,6,3,0
34.8,69.8,31.0,62.3,8,3,0
33.1,79.5,16.4,76.7,5,3,1
31.6,66.7,28.7,65.1,7,1,0
29.8,55.4,23.1,74.5,14,1,0
31.4,58.7,31.3,59.7,10,5,0
34.8,45.1,33.4,72.9,9,2,0
37.0,63.4,31.2,64.4,14,3,0
33.1,68.7,28.6,70.8,2,3,1
38.4,54.2,30.3,71.7,13,1,0
32.7,88.3,18.6,52.6,2,2,0
33.9,74.5,27.8,62.7,3,4,2
31.8,43.5,21.6,71.6,9,2,0
37.0,43.7,36.3,73.2,2,4,1
39.7,53.2,33.5,74.5,7,4,0
30.1,83.9,33.4,63.0,5,5,1
33.6,75.7,41.7,77.4,0,3,1
37.7,84.5,25.4,55.4,2,5,1
30.9,65.1,23.6,47.1,6,2,0
35.9,62.5,25.2,59.2,1,4,2
37.6,50.0,15.2,74.0,14,5,0
34.7,69.2,15.8,51.1,6,5,1
35.9,62.6,33.0,47.3,11,4,0
38.9,62.2,16.8,44.8,3,3,0
39.4,84.4,19.4,69.4,8,3,0
34.3,63.5,27.2,47.5,1,3,1
33.2,81.0,24.7,67.5,2,2,0
32.2,45.9,35.1,58.7,10,2,0
36.9,97.3,28.5,54.3,5,4,0
31.1,60.5,21.6,52.0,14,4,0
33.9,73.5,35.8,64.1,14,4,0
34.8,75.4,33.8,54.5,1,4,2
33.2,59.0,16.7,62.0,9,3,0
35.2,74.8,30.0,66.0,11,3,0
40.9,75.5,22.3,68.1,4,4,0
34.2,56.4,22.1,71.3,12,2,0
33.4,56.6,43.0,63.6,11,1,0
37.0,65.5,29.0,51.5,4,4,0
35.1,63.6,26.3,66.7,1,2,0
38.1,81.7,28.7,68.6,6,4,0
34.9,73.4,35.0,60.2,5,5,1
33.9,64.2,22.4,59.1,7,2,0
30.0,72.3,23.8,86.8,3,1,0
30.5,40.4,33.3,49.1,4,1,0
29.9,57.6,15.9,66.9,13,3,0
35.4,68.5,35.9,72.5,12,5,0
31.1,78.4,15.2,58.6,11,5,0
37.6,67.4,26.0,60.3,5,5,1
34.6,82.5,15.2,58.0,7,1,0
33.9,75.4,19.5,62.0,4,1,0
32.4,59.1,38.4,71.0,6,5,1
36.1,63.3,36.4,60.0,7,4,1
32.5,69.9,37.2,93.1,12,5,2
32.0,59.6,16.4,57.5,11,5,0
37.5,83.4,19.6,75.8,2,4,1
35.4,51.7,30.7,67.4,14,3,0
33.9,68.8,33.7,63.1,1,4,0
36.1,73.8,21.6,76.7,0,4,1
34.5,61.2,23.4,46.0,12,5,0
35.5,58.5,18.9,66.3,4,5,2
32.5,64.1,41.3,54.8,12,1,0
39.7,74.7,24.2,57.6,1,5,0
33.1,59.0,28.3,57.2,3,4,2
38.4,52.2,28.7,52.4,12,4,0
34.0,78.8,36.8,45.5,2,2,0
36.5,69.8,20.4,65.9,7,3,1
36.3,77.1,37.3,61.3,10,5,0
37.4,74.1,17.8,59.0,5,1,0
32.4,91.2,37.3,69.6,2,3,0
37.2,78.4,14.3,66.5,12,5,0
39.1,56.3,27.2,59.3,9,4,0
33.9,70.6,41.0,92.5,13,1,1
34.6,58.3,33.6,72.2,10,1,0
33.2,59.6,31.4,86.4,11,3,0
33.6,48.0,19.6,57.9,9,2,0
38.8,61.6,22.1,64.5,10,5,0
32.0,71.5,38.8,49.6,6,5,1
32.1,64.2,31.8,58.7,13,5,0
38.5,51.8,35.1,56.2,12,2,0
36.1,46.7,28.6,92.0,3,2,0
39.8,90.3,25.7,55.1,13,3,0
33.4,68.9,34.1,59.7,3,1,0
34.8,55.1,30.1,47.5,10,4,0
32.8,70.5,26.6,67.3,13,5,0
34.9,91.3,16.7,53.0,6,1,0
30.1,72.4,35.6,71.2,2,1,0
36.2,31.6,31.5,44.1,14,2,0
35.3,96.8,23.1,60.8,11,5,0
34.4,42.8,37.4,43.5,6,2,0
33.5,62.5,30.0,57.1,14,4,0
32.3,51.4,30.1,59.1,1,5,2
36.3,56.1,35.1,56.0,7,3,1
31.6,68.4,33.3,57.0,2,1,0
35.8,40.1,30.3,71.7,2,5,0
39.7,63.9,26.5,83.7,5,2,0
38.2,78.8,43.9,65.4,8,3,0
30.7,54.9,22.1,53.4,2,5,1
33.2,48.3,34.0,62.6,7,5,1
35.6,63.3,27.3,58.5,11,5,0
34.3,60.9,31.6,70.9,2,2,0
31.0,57.9,37.9,64.9,0,4,1
35.5,50.7,25.5,46.2,11,2,0
34.5,71.2,32.8,73.0,6,3,1
39.3,72.1,30.1,71.7,2,2,0
33.9,52.2,22.9,77.0,13,5,0
37.4,53.9,38.1,56.8,6,4,1
31.3,66.6,33.7,65.0,1,5,1
31.9,53.4,24.5,50.2,4,2,0
36.3,67.1,36.8,61.5,8,5,0
37.2,82.6,21.3,66.0,4,2,0
32.1,64.3,27.8,55.6,14,4,0
34.6,50.4,24.6,65.4,9,1,0
31.0,69.7,34.0,63.7,1,4,1
34.0,62.9,24.2,57.5,5,4,1
36.6,63.2,34.1,76.0,5,4,1
33.4,70.7,32.8,59.7,2,2,0
33.9,73.3,25.0,63.3,0,5,2
31.7,65.4,42.6,47.3,1,1,0
32.9,64.3,22.0,67.2,10,4,0
38.9,89.8,16.7,57.2,3,3,0
34.7,79.4,34.8,71.6,6,1,0
32.0,75.0,10.8,48.9,2,5,0
33.7,66.6,39.9,66.3,14,4,0
30.5,52.9,28.8,40.2,14,1,1
32.0,78.5,16.6,68.2,10,2,0
37.9,66.7,20.4,60.3,4,4,1
34.1,58.1,14.9,66.0,9,1,0
39.2,62.1,31.1,56.0,5,3,0
34.3,53.4,17.4,52.5,13,1,0
34.4,77.7,32.0,57.7,9,1,0
36.1,73.2,25.6,63.9,1,2,0
27.8,67.2,24.2,67.8,1,4,0
35.0,64.5,32.1,65.0,11,3,0
34.4,56.8,33.0,52.6,10,2,0
38.2,39.4,37.2,80.4,10,2,0
36.9,48.0,22.9,65.3,4,5,1
31.7,56.1,27.8,55.8,10,4,0
37.6,54.3,22.9,66.2,4,5,1
33.8,68.5,29.3,64.6,9,5,0
32.2,74.7,21.8,60.2,4,4,2
35.0,63.5,24.6,59.1,1,1,0
34.0,81.9,24.6,71.8,12,5,0
38.3,55.6,30.3,79.3,12,1,0
35.4,63.4,28.0,41.6,11,4,0
35.0,64.4,32.1,74.3,9,2,0
36.8,78.1,27.1,62.2,9,4,0
37.2,66.3,23.4,64.4,11,5,0
36.5,66.6,29.5,75.5,8,4,0
38.0,45.1,20.7,35.5,13,2,0
36.0,54.2,32.6,70.1,11,4,0
34.9,78.2,25.7,74.8,8,1,0
37.6,40.1,29.6,55.1,8,5,0
34.3,81.1,29.8,48.1,14,1,0
34.6,71.0,40.8,78.4,7,5,0
38.8,56.0,31.1,44.4,1,1,0
38.6,55.0,28.6,66.2,12,2,0
34.5,87.8,22.5,72.2,0,4,0
33.4,81.9,34.4,66.0,3,5,1
38.2,63.6,25.8,67.6,4,4,0
36.5,66.6,15.8,59.3,0,2,0
35.3,57.2,26.4,66.6,3,2,0
33.7,66.6,29.5,54.9,2,4,2
35.3,56.9,21.5,56.2,8,3,0
34.4,64.1,27.1,62.4,13,2,0
32.8,86.7,27.4,46.6,4,4,0
34.8,63.9,27.6,67.8,5,3,1
35.2,52.4,37.9,37.2,10,5,0
33.6,48.6,17.5,65.6,10,1,0
36.8,66.5,44.3,66.6,14,4,0
37.7,55.9,27.7,54.1,7,4,1
36.9,68.0,32.6,49.7,11,5,0
33.8,45.6,29.0,57.9,12,4,0
36.4,73.3,14.2,68.4,6,5,1
34.7,52.3,19.5,65.5,12,2,0
31.4,65.6,23.8,50.9,14,2,0
36.2,60.9,35.9,63.1,1,5,2
34.9,85.6,16.9,64.6,11,1,0
41.0,67.1,21.2,64.2,9,5,0
38.1,88.3,29.3,52.1,12,4,0
36.3,71.7,31.8,63.6,8,3,0
35.1,82.1,31.5,71.2,3,1,0
34.9,62.5,20.1,67.4,6,4,1
32.0,69.1,15.2,66.1,10,3,0
30.2,79.6,32.3,78.4,13,1,0
32.3,75.9,39.5,63.7,1,4,1
34.4,71.4,25.2,53.6,2,5,2
29.2,61.1,18.8,53.6,3,3,0
33.1,63.1,24.6,63.8,8,1,0
33.9,78.7,31.2,47.6,0,2,0
34.0,81.2,26.1,58.9,14,3,0
32.8,57.9,39.3,66.6,10,3,0
33.6,56.1,35.4,73.7,13,3,2
38.8,54.2,29.5,46.6,0,2,1
36.2,75.0,12.4,63.0,4,4,1
33.1,53.8,22.5,61.3,6,1,0
34.3,74.8,23.6,62.4,11,5,0
34.4,71.5,22.0,63.4,9,3,0
32.6,58.5,29.5,61.7,6,5,1
32.6,83.8,29.7,75.9,4,1,0
37.0,47.5,14.6,74.4,4,4,1
33.5,84.9,34.4,83.4,5,5,0
31.8,68.8,28.1,61.9,10,5,0
34.4,40.1,30.9,57.9,13,3,0
34.8,84.1,34.0,52.3,7,2,0
29.6,76.7,21.9,56.8,13,5,0
34.4,59.9,38.1,69.1,4,4,2
36.7,53.4,26.9,70.7,12,5,0
35.6,46.2,40.1,68.8,0,2,0
40.1,94.0,20.8,55.4,11,3,0
37.6,53.9,39.5,55.4,14,2,0
38.1,49.8,20.8,81.6,4,3,2
41.5,68.2,48.4,53.7,10,5,0
36.4,45.3,20.4,76.2,1,5,1
34.9,53.2,36.5,66.0,12,3,0
36.9,76.9,25.1,54.7,7,1,0
33.1,70.6,33.7,50.2,6,3,1
34.8,60.4,27.7,55.1,13,3,0
32.9,65.2,19.3,66.2,13,4,0
35.5,59.7,5.6,52.9,3,2,2
32.9,64.3,48.1,77.5,14,3,0
32.8,55.9,28.6,59.9,3,4,2
35.5,58.0,4.5,69.0,12,3,0
34.2,57.7,30.4,68.2,11,5,0
29.7,56.3,33.5,78.2,7,2,0
30.9,77.5,22.3,57.6,8,4,0
31.6,74.2,22.3,63.1,5,3,1
32.3,53.8,27.8,48.0,6,3,1
35.5,50.7,37.6,63.0,7,3,1
35.0,63.1,28.8,73.4,12,3,0
37.2,90.9,39.7,64.2,7,3,0
36.4,52.7,37.0,85.1,8,3,0
37.2,63.1,26.2,67.2,10,5,0
36.0,66.1,15.4,56.6,13,4,0
35.0,63.7,26.2,66.6,12,3,0
37.2,59.5,32.2,47.4,5,5,1
36.8,78.9,28.5,54.0,12,2,0
35.4,70.5,33.1,49.8,6,2,0
37.7,75.1,34.9,62.2,1,1,0
28.6,72.1,32.2,61.4,1,2,0
33.8,75.7,25.8,74.1,3,1,0
33.7,84.0,32.2,61.0,5,1,0
37.4,81.0,45.9,52.0,6,4,1
38.4,92.9,16.1,77.6,2,4,0
30.9,79.6,31.9,32.6,2,4,1
38.0,57.0,42.7,62.4,0,5,0
31.6,75.2,18.6,64.2,13,5,0
31.6,73.5,36.0,61.9,3,2,2
33.9,88.0,37.1,67.0,9,1,0
33.7,53.4,16.2,63.1,7,3,1
30.6,71.7,33.7,67.0,5,5,1
36.1,56.8,25.8,56.0,3,5,2
36.2,71.2,27.5,47.4,0,2,0
37.1,62.4,25.4,61.5,1,1,0
33.4,70.8,38.5,51.7,10,4,0
34.4,48.1,27.1,54.7,6,5,1
34.4,74.5,24.3,73.6,14,5,0
38.7,67.5,24.4,77.6,2,5,1
27.4,66.8,25.3,73.4,13,2,0
32.1,88.4,19.4,71.6,1,4,0
34.5,60.4,24.2,62.6,10,4,0
31.8,69.1,28.9,72.2,14,2,0
33.9,66.2,31.2,65.6,2,1,0
34.2,67.4,37.6,81.5,7,4,2
32.9,91.7,29.9,52.8,13,2,0
34.7,65.8,24.2,68.7,12,2,0
36.1,58.2,19.9,49.4,3,1,0
33.9,87.5,30.4,68.8,2,1,0
33.4,61.3,27.1,44.8,5,1,0
34.1,45.7,27.3,49.9,6,1,0
34.5,56.1,30.1,49.2,4,5,2
30.1,50.0,32.2,64.5,1,1,0
35.7,43.4,30.2,65.5,7,2,0
33.4,60.6,26.6,86.5,6,5,0
37.7,64.2,21.6,61.1,4,1,0
36.0,79.2,23.1,69.7,12,4,0
